algorithm,error,error_type,phase,repetition,timestamp_epoch
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,178,1777406905.71721
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,179,1777406908.379718
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,179,1777406918.0549412
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,180,1777406921.04797
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,181,1777406943.0459087
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,181,1777406950.4858935
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,182,1777406952.1651638
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,182,1777406967.9142127
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,183,1777406970.8309696
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,183,1777406980.6671894
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,184,1777406983.6474
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,184,1777407002.140099
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,185,1777407005.1624382
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,186,1777407028.7108364
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,186,1777407041.53186
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,187,1777407045.757765
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,187,1777407055.9653747
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,188,1777407058.9272015
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,189,1777407083.4721444
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,189,1777407099.4633641
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,190,1777407102.3293977
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,190,1777407115.9134176
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,191,1777407121.1351802
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,191,1777407134.1934602
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,192,1777407136.8058946
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,193,1777407158.4310992
bae,"'Replay requested k=26, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,193,1777407163.4907382
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,194,1777407166.7535958
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,194,1777407180.1961582
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,195,1777407182.9992113
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,195,1777407193.5302036
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,196,1777407195.1967292
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,196,1777407208.7039297
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,197,1777407211.4621902
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,197,1777407222.0010629
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,198,1777407224.0796826
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,198,1777407234.7087772
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,199,1777407237.4671576
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,199,1777407257.2499585
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,200,1777407260.1980293
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,201,1777407288.4063559
bae,"'Replay requested k=33, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,201,1777407296.661299
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,202,1777407299.1236324
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,202,1777407307.673671
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,203,1777407310.8628592
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,203,1777407321.8986912
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,204,1777407324.4948146
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,204,1777407341.4899402
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,205,1777407344.0418081
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,205,1777407355.0929239
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,206,1777407358.3909397
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,207,1777407381.547294
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,207,1777407395.6201162
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,208,1777407397.474106
bae,"'Replay requested k=26, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,208,1777407402.9502432
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,209,1777407405.6616385
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,209,1777407429.4189658
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,210,1777407432.3192737
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,210,1777407446.7025986
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,211,1777407452.1181674
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,211,1777407463.4569738
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,212,1777407466.2464066
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,212,1777407484.1631138
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,213,1777407486.9414275
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,213,1777407501.4708543
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,214,1777407504.2191029
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,214,1777407512.679804
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,215,1777407515.4213157
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,215,1777407526.8575103
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,216,1777407529.5668995
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,216,1777407538.0513582
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,217,1777407540.6500554
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,217,1777407549.2405193
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,218,1777407551.8438363
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,218,1777407563.4676733
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,219,1777407565.1528149
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,219,1777407583.2034862
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,220,1777407585.9934552
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,220,1777407597.6788023
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,221,1777407602.9932895
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,221,1777407614.8340783
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,222,1777407617.4512868
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,222,1777407629.1418233
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,223,1777407632.056346
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,223,1777407643.9334862
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,224,1777407646.7060359
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,224,1777407671.89957
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,225,1777407675.256985
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,225,1777407700.6350791
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,226,1777407703.7835062
bae,"'Replay requested k=33, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,226,1777407716.0402458
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,227,1777407719.587497
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,228,1777407745.2214303
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,228,1777407754.4217424
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,229,1777407757.4645283
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,229,1777407780.2589853
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,230,1777407783.4306772
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,230,1777407802.6818972
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,231,1777407808.440178
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,231,1777407824.074906
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,232,1777407826.8431625
bae,"'Replay requested k=33, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,232,1777407842.799269
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,233,1777407845.6815064
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,234,1777407874.2703857
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,234,1777407886.779683
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,235,1777407889.7102497
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,235,1777407902.3124986
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,236,1777407905.2679484
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,237,1777407930.6381156
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,237,1777407939.948873
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,238,1777407942.5334938
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,238,1777407951.9007146
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,239,1777407954.795778
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,239,1777407967.5304687
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,240,1777422370.866431
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,240,1777442337.8196914
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,241,1777442345.5863986
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,242,1777442373.2114592
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,242,1777442387.2100282
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,243,1777442390.1256597
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,244,1777442416.7038276
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,244,1777442437.6096535
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,245,1777442440.5335484
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,245,1777442450.2503185
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,246,1777442454.1663191
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,247,1777442484.424803
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,248,1777442514.812925
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,249,1777442546.7987723
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,249,1777442564.1751306
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,250,1777442567.0927515
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,250,1777442577.2484462
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,251,1777442583.7510192
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,252,1777442613.641511
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,252,1777442624.254289
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,253,1777442627.2800426
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,253,1777442638.301081
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,254,1777442641.3946698
bae,"'Replay requested k=32, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,254,1777442655.939317
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,255,1777442658.988095
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,255,1777442672.9653447
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,256,1777442674.9815977
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,256,1777442686.517522
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,257,1777442689.7638628
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,257,1777442704.783286
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,258,1777442707.320283
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,258,1777442718.0147943
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,259,1777442721.1966076
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,259,1777442727.9216511
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,260,1777442731.1878333
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,260,1777442748.9122808
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,261,1777442753.2953274
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,261,1777442767.1039708
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,262,1777442770.31344
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,262,1777442784.0405047
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,263,1777442787.231494
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,263,1777442808.268754
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,264,1777442810.8880446
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,264,1777442832.2252786
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,265,1777442835.2633011
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,266,1777442862.947246
